Date,Narration,Withdrawal,Deposit
03-04-2026,UPI/POS: BLINKIT,490.82,0.0
03-04-2026,UPI/POS: ZOMATO,223.2,0.0
03-04-2026,UPI/POS: UBER,234.54,0.0
03-04-2026,UPI/POS: UPI: AUTO,54.41,0.0
04-04-2026,UPI/POS: UPI: RAHUL SPLITWISE,1006.87,0.0
04-04-2026,UPI/POS: AMAZON,1269.41,0.0
05-04-2026,UPI/POS: SWIGGY,292.32,0.0
05-04-2026,UPI/POS: ZEPTO,156.01,0.0
05-04-2026,UPI/POS: SWIGGY,258.93,0.0
06-04-2026,UPI/POS: AMAZON,1266.65,0.0
06-04-2026,UPI/POS: SWIGGY,172.88,0.0
06-04-2026,UPI/POS: UPI: NEHA SPLITWISE,1066.03,0.0
06-04-2026,UPI/POS: UBER,302.75,0.0
06-04-2026,UPI/POS: NAMMA METRO,49.92,0.0
07-04-2026,UPI/POS: UPI: AUTO,88.01,0.0
07-04-2026,UPI/POS: UPI: KIRANA,30.72,0.0
07-04-2026,UPI/POS: AMAZON,1432.77,0.0
07-04-2026,UPI/POS: ZEPTO,253.23,0.0
07-04-2026,UPI/POS: UPI: PRIYA SPLITWISE,1060.98,0.0
07-04-2026,UPI/POS: UPI: KIRANA,30.44,0.0
08-04-2026,UPI/POS: UBER,291.97,0.0
08-04-2026,UPI/POS: ZEPTO,231.17,0.0
09-04-2026,UPI/POS: ZEPTO,131.47,0.0
09-04-2026,UPI/POS: BLINKIT,497.41,0.0
09-04-2026,UPI/POS: UPI: KIRANA,40.23,0.0
09-04-2026,UPI/POS: SWIGGY,245.57,0.0
09-04-2026,UPI/POS: LOCAL BAKERY,79.14,0.0
09-04-2026,UPI/POS: STARBUCKS,333.38,0.0
09-04-2026,UPI/POS: BLINKIT,320.25,0.0
09-04-2026,UPI/POS: AMAZON,794.15,0.0
10-04-2026,UPI/POS: UPI: KIRANA,47.95,0.0
10-04-2026,UPI/POS: SWIGGY,258.99,0.0
10-04-2026,UPI/POS: UPI: AUTO,70.45,0.0
10-04-2026,UPI/POS: UPI: AUTO,83.86,0.0
11-04-2026,UPI/POS: OLA CABS,177.72,0.0
11-04-2026,UPI/POS: UBER,279.15,0.0
11-04-2026,UPI/POS: STARBUCKS,287.36,0.0
11-04-2026,UPI/POS: BLINKIT,350.08,0.0
12-04-2026,UPI/POS: UBER,259.21,0.0
12-04-2026,UPI/POS: UPI: TEA STALL,26.15,0.0
12-04-2026,UPI/POS: UPI: RAHUL SPLITWISE,1884.09,0.0
12-04-2026,UPI/POS: AMAZON,1052.85,0.0
12-04-2026,UPI/POS: UBER,229.05,0.0
12-04-2026,UPI/POS: UBER,389.38,0.0
13-04-2026,UPI/POS: UBER,308.86,0.0
13-04-2026,UPI/POS: OLA CABS,229.33,0.0
14-04-2026,UPI/POS: SWIGGY,192.16,0.0
14-04-2026,UPI/POS: NAMMA METRO,55.57,0.0
14-04-2026,UPI/POS: BLINKIT,233.33,0.0
15-04-2026,UPI/POS: BLINKIT,512.72,0.0
15-04-2026,UPI/POS: ZEPTO,387.79,0.0
15-04-2026,UPI/POS: UPI: AUTO,49.19,0.0
15-04-2026,UPI/POS: AMAZON,500.51,0.0
16-04-2026,UPI/POS: NAMMA METRO,49.61,0.0
16-04-2026,UPI/POS: OLA CABS,123.58,0.0
16-04-2026,UPI/POS: LOCAL BAKERY,67.99,0.0
16-04-2026,UPI/POS: UBER,215.05,0.0
16-04-2026,UPI/POS: NAMMA METRO,43.98,0.0
17-04-2026,UPI/POS: ZEPTO,276.18,0.0
17-04-2026,UPI/POS: NAMMA METRO,35.87,0.0
17-04-2026,UPI/POS: STARBUCKS,304.29,0.0
17-04-2026,UPI/POS: UPI: TEA STALL,26.86,0.0
17-04-2026,UPI/POS: UPI: AUTO,62.77,0.0
17-04-2026,UPI/POS: NAMMA METRO,33.4,0.0
17-04-2026,UPI/POS: NAMMA METRO,51.31,0.0
18-04-2026,UPI/POS: ZEPTO,163.75,0.0
18-04-2026,UPI/POS: BLINKIT,493.01,0.0
18-04-2026,UPI/POS: ZEPTO,341.19,0.0
18-04-2026,UPI/POS: BLINKIT,276.61,0.0
18-04-2026,UPI/POS: NAMMA METRO,31.56,0.0
18-04-2026,UPI/POS: UPI: TEA STALL,29.9,0.0
18-04-2026,UPI/POS: UBER,288.14,0.0
19-04-2026,UPI/POS: UPI: TEA STALL,29.82,0.0
19-04-2026,UPI/POS: OLA CABS,292.96,0.0
19-04-2026,UPI/POS: UPI: AUTO,43.51,0.0
19-04-2026,UPI/POS: NAMMA METRO,45.19,0.0
19-04-2026,UPI/POS: BLINKIT,571.26,0.0
19-04-2026,UPI/POS: UPI: TEA STALL,26.11,0.0
20-04-2026,UPI/POS: BLINKIT,425.79,0.0
20-04-2026,UPI/POS: STARBUCKS,267.78,0.0
20-04-2026,UPI/POS: UPI: KIRANA,90.75,0.0
20-04-2026,UPI/POS: SWIGGY,188.14,0.0
20-04-2026,UPI/POS: OLA CABS,215.17,0.0
21-04-2026,UPI/POS: UPI: AUTO,54.23,0.0
21-04-2026,UPI/POS: STARBUCKS,288.08,0.0
21-04-2026,UPI/POS: BLINKIT,511.08,0.0
21-04-2026,UPI/POS: UBER,299.09,0.0
21-04-2026,UPI/POS: UPI: AUTO,92.97,0.0
22-04-2026,UPI/POS: ZOMATO,214.83,0.0
22-04-2026,UPI/POS: UPI: AUTO,77.79,0.0
22-04-2026,UPI/POS: SWIGGY,159.39,0.0
22-04-2026,UPI/POS: UPI: KIRANA,29.84,0.0
22-04-2026,UPI/POS: STARBUCKS,385.36,0.0
22-04-2026,UPI/POS: STARBUCKS,324.93,0.0
22-04-2026,UPI/POS: UBER,189.12,0.0
22-04-2026,UPI/POS: AMAZON,1166.35,0.0
23-04-2026,UPI/POS: AMAZON,586.1,0.0
23-04-2026,UPI/POS: UPI: TEA STALL,18.84,0.0
23-04-2026,UPI/POS: AMAZON,1437.71,0.0
23-04-2026,UPI/POS: OLA CABS,213.66,0.0
23-04-2026,UPI/POS: UPI: TEA STALL,15.71,0.0
24-04-2026,UPI/POS: ZOMATO,157.92,0.0
24-04-2026,UPI/POS: UPI: AUTO,83.23,0.0
24-04-2026,UPI/POS: BLINKIT,243.88,0.0
24-04-2026,UPI/POS: UPI: AUTO,57.95,0.0
25-04-2026,UPI/POS: UPI: KIRANA,93.98,0.0
25-04-2026,UPI/POS: UPI: RAHUL SPLITWISE,111.37,0.0
25-04-2026,UPI/POS: ZEPTO,347.74,0.0
25-04-2026,UPI/POS: SWIGGY,359.65,0.0
25-04-2026,UPI/POS: ZEPTO,290.87,0.0
25-04-2026,UPI/POS: UBER,165.12,0.0
25-04-2026,UPI/POS: LOCAL BAKERY,104.82,0.0
25-04-2026,UPI/POS: ZOMATO,199.33,0.0
26-04-2026,UPI/POS: OLA CABS,255.48,0.0
26-04-2026,UPI/POS: SWIGGY,150.45,0.0
27-04-2026,UPI/POS: SWIGGY,213.91,0.0
27-04-2026,UPI/POS: UPI: KIRANA,94.37,0.0
27-04-2026,UPI/POS: UPI: KIRANA,60.54,0.0
27-04-2026,UPI/POS: LOCAL BAKERY,67.71,0.0
27-04-2026,UPI/POS: UPI: AUTO,95.47,0.0
